"FAC_CODE","FAC_NAME","FAC_DESCRIPTION","US","CA","UK","FR","BE","NL","GE","SE","CZ","IT","Cat_Ix","SCat_Ix","Date of last change","DIGEST Status","Source of Proposed Change","Approval Notes","Report Number","Change History","Justification","Comments","Equivalence_FC","Equivalence_AC","Equivalence_AV","US Comments","CA Comments","UK Comments","FR Comments","BE Comments","NL Comments","GE Comments","SE Comments","CZ Comments","IT Comments"
"GB015","US-Apron/Hardstand  UK-Apron/Hardstanding","A defined paved or hard-packed area at an airport or heliport intended for aircraft parking.",,,,,,,,,,,"G","GB",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"GB020","Arresting Gear ","Devices such as cables or barriers that can be used to stop an aircraft immediately upon landing.",,,,,,,,,,,"G","GB",1998/06/24 0:00:00,0,"WP",,"2.0A",,"Add 'an' before 'aircraft'.  Buckley NIMA/IPS",,,,,,,,,,,,,,
"GB025","Blast Barrier","A barrier used to divert or dissipate jet or propeller blast.",,,,,,,,,,,"G","GB",1998/04/02 0:00:00,0,"DE",,"2.0A",,,,,,,,,,,,,,,,
"GB030","Helicopter Landing Pad       ","An improved area used for take-off, and landing, by helicopters and other vertical take-off and landing aircraft.",,,,,,,,,,,"G","GB",1998/06/24 0:00:00,0,"WP",,"2.0A",,"Remove space after d'.  Ruffhead Mil Survey.
",,,,,,,,,,,,,,
"GB035","Heliport ","A place designated for the landing and take-off of helicopters, including its buildings and facilities.",,,,,,,,,,,"G","GB",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"GB040","Launch Pad","A designated area or structure from which a rocket or missile is launched.",,,,,,,,,,,"G","GB",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"GB045","Overrun/Stopway","An area beyond the take-off runway designated as able to support an airplane during an aborted take-off.",,,,,,,,,,,"G","GB",1998/04/02 0:00:00,0,"DE",,"2.0A",,,,,,,,,,,,,,,,
"GB046","Touchdown Zone","The first 3000 feet of the runway beginning at the threshold.  The threshold is the beginning of that portion of the runway available for landing .",,,,,,,,,,,"G","GB",2000/08/07 0:00:00,0,"US",,"2.1","Version 2.1: New Feature","Airfield Initiative requirement.",,,,,,,,,,,,,,
"GB047","Aircraft Facility Reference Point","The Functional Center Of The Aircraft Facilities Landing Area(s) And/Or Runway(s) As Determined By Reference To ADSOP C8321.1.",,,,,,,,,,,"G","GB",2002/09/05 0:00:00,0,"US","FWP 09","2.2","New Feature","Feature Level Data Base (FACS Migration)",,,,,,,,,,,,,,
"GB050","Revetment (Airfield/Equipment/Facilities )","A barricade which protects an aircraft, equipment, or facilities from hostile action.",,,,,,,,,,,"G","GB",1998/04/02 0:00:00,0,"WP",,"2.0A",,"There is a requirement for the  DNC to distinguish between  revetments which are shoreline protection and revetments which are protection for buildings, airplanes, etc.  Required also for terrain analysis.  The implementation of Revetment (BB226)  in the DNC will be similar to the use of the new feature Rip-Rap (BB225).
",,,,,,,,,,,,,,
"GB055","Runway ","A defined area, usually rectangular, used for the conventional landing and take-off of aircraft.  (Excludes GB045)",,,,,,,,,,,"G","GB",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"GB056","Runway Endpoint","The points located on the centerline at the ends of the runway.",,,,,,,,,,,"G","GB",2000/08/07 0:00:00,0,"US",,"2.1","Version 2.1: New Feature","Airfield Initiative requirement.",,,,,,,,,,,,,,
"GB057","Shoulder","Adjacent area along either side of a road or runway not normally used by vehicles or aircraft, but provided as an allowable margin in case of emergency situations.",,,,,,,,,,,"G","GB",1998/06/24 0:00:00,0,"WP",,"2.0A",,"Remove spaces following 'd''.  Buckley NIMA/IPS",,,,,,,,,,,,,,
"GB058","Point Abeam","The point on a line that is nearest to an off line point.  For example, a point on the runway centerline is “abeam” the Glide Slope Antenna when the distance from the centerline point to the antenna is a minimum.",,,,,,,,,,,"G","GB",2000/08/07 0:00:00,0,"US",,"2.1","Version 2.1: New Feature","Airfield Initiative requirement.",,,,,,,,,,,,,,
"GB059","Airfield Elevation Point","The highest point of an airport’s usable runways measured in feet from the geoid (orthometric height).",,,,,,,,,,,"G","GB",2000/08/07 0:00:00,0,"US",,"2.1","Version 2.1: New Feature","Airfield Initiative requirement.",,,,,,,,,,,,,,
"GB060","Runway Radar Reflector ","A device, normally placed near the threshold of a runway, used for reflecting radar signals.",,,,,,,,,,,"G","GB",1998/04/02 0:00:00,0,"DE",,"2.0A",,,,,,,,,,,,,,,,
"GB065","Seaplane Base  ","An installation supporting aircraft capable of taking off and landing on water.",,,,,,,,,,,"G","GB",1998/04/02 0:00:00,0,"DE",,"2.0A",,,,,,,,,,,,,,,,
"GB070","Seaplane Landing/Seaplane Take-Off Area","A designated portion of water outlined by visual surface markings, used by seaplanes to land and take off.",,,,,,,,,,,"G","GB",1998/04/02 0:00:00,0,"US",,"2.0A",,"Remove spaces following d'. - UK Proposal
",,,,,,,,,,,,,,
"GB075","Taxiway ","A prepared surface providing access to/from runways and the aircraft parking area, terminal area, or service area, etc.",,,,,,,,,,,"G","GB",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"GB080","US-Wind Indicator   UK-Wind Indicator/Wind Sock","A visual device used to provide wind information.",,,,,,,,,,,"G","GB",1998/04/02 0:00:00,0,"DE",,"2.0A",,,,,,,,,,,,,,,,
"GB090","Displaced Threshold","The designated beginning of the portion of the runway usable for landing.  This is located at a point on the runway other than the designated beginning of the runway.   In addition, the feature typically exists at each end of the runway.",,,,,,,,,,,"G","GB",2000/08/07 0:00:00,0,"US",,"2.1","Version 2.1: New Feature","Airfield Initiative requirement.",,,,,,,,,,,,,,
"GB100","Air Facility Point To Point Communications","Information concerning point to point communications at the air facility including type, frequency, maintenance, capacity, operators, and hours of operation.",,,,,,,,,,,"G","GB",2002/09/05 0:00:00,53,"US","FWP 09","NAT","National Feature","Feature Level Data Base (FACS Migration)","GE: As we see it, these are not features in the conventional sense. The definitions (“Information concerning ...”) are typical attribute definitions, similar to the definitions of the attributes AFA, FFA, HDI, MFA and others. 
US: Agree with Germany, we will have our Aero folks who use these review them and if possible try to modify the proposed definitions along the lines Germany suggests.",,,,,,,,,,,,,
"GB101","Air Facility Special Purpose Vehicles","Information concerning the availability of special equipment at the air facility such as crash, wreck and snow removal equipment.",,,,,,,,,,,"G","GB",2001/12/19 9:28:57,53,"US",,"NAT","National Feature","Feature Level Data Base (FACS Migration)","GE: As we see it, these are not features in the conventional sense. The definitions (“Information concerning ...”) are typical attribute definitions, similar to the definitions of the attributes AFA, FFA, HDI, MFA and others. 
US: Agree with Germany, we will have our Aero folks who use these review them and if possible try to modify the proposed definitions along the lines Germany suggests.",,,,,,,,,,,,,
"GB102","Air Facility Aircraft Starting Units","Information concerning aircraft starting units at the air facility including the type and power output.",,,,,,,,,,,"G","GB",2001/12/19 9:43:34,53,"US",,"NAT","National Feature","Feature Level Data Base (FACS Migration)","GE: As we see it, these are not features in the conventional sense. The definitions (“Information concerning ...”) are typical attribute definitions, similar to the definitions of the attributes AFA, FFA, HDI, MFA and others. 
US: Agree with Germany, we will have our Aero folks who use these review them and if possible try to modify the proposed definitions along the lines Germany suggests.",,,,,,,,,,,,,
"GB103","Air Facility Garbage Disposal","Information concerning garbage disposal at the air facility including the capacity per day, method of disposal, and whether treated or untreated.",,,,,,,,,,,"G","GB",2001/12/19 9:44:23,53,"US",,"NAT","National Feature","Feature Level Data Base (FACS Migration)","GE: As we see it, these are not features in the conventional sense. The definitions (“Information concerning ...”) are typical attribute definitions, similar to the definitions of the attributes AFA, FFA, HDI, MFA and others. 
US: Agree with Germany, we will have our Aero folks who use these review them and if possible try to modify the proposed definitions along the lines Germany suggests.",,,,,,,,,,,,,
"GB104","Air Facility Sewage Disposal","Information concerning sewage disposal at the air facility.",,,,,,,,,,,"G","GB",2001/12/19 9:46:07,53,"US",,"NAT","National Feature","Feature Level Data Base (FACS Migration)","GE: As we see it, these are not features in the conventional sense. The definitions (“Information concerning ...”) are typical attribute definitions, similar to the definitions of the attributes AFA, FFA, HDI, MFA and others. 
US: Agree with Germany, we will have our Aero folks who use these review them and if possible try to modify the proposed definitions along the lines Germany suggests.",,,,,,,,,,,,,
"GB105","Non- Site 30 Data Element","Information concerning non- site 30 data including military activities, defenses, and support facilities.",,,,,,,,,,,"G","GB",2001/12/19 9:45:26,53,"US",,"NAT","National Feature","Feature Level Data Base (FACS Migration)","GE: As we see it, these are not features in the conventional sense. The definitions (“Information concerning ...”) are typical attribute definitions, similar to the definitions of the attributes AFA, FFA, HDI, MFA and others. 
US: Agree with Germany, we will have our Aero folks who use these review them and if possible try to modify the proposed definitions along the lines Germany suggests.",,,,,,,,,,,,,
"GB106","Air Facility Water Supply","Information concerning water supplies at the air facility, including source, quantity, storage capacity and methods, potability, and method of receipt.",,,,,,,,,,,"G","GB",2001/12/19 9:46:56,53,"US",,"NAT","National Feature","Feature Level Data Base (FACS Migration)","GE: As we see it, these are not features in the conventional sense. The definitions (“Information concerning ...”) are typical attribute definitions, similar to the definitions of the attributes AFA, FFA, HDI, MFA and others. 
US: Agree with Germany, we will have our Aero folks who use these review them and if possible try to modify the proposed definitions along the lines Germany suggests.",,,,,,,,,,,,,
"GB107","Air Facility Terrain And Drainage","Information concerning the terrain and drainage at the air facility including soil characteristics, acreage, grading, drainage, and maintenance.",,,,,,,,,,,"G","GB",2001/12/19 9:48:01,53,"US",,"NAT","National Feature","Feature Level Data Base (FACS Migration)","GE: As we see it, these are not features in the conventional sense. The definitions (“Information concerning ...”) are typical attribute definitions, similar to the definitions of the attributes AFA, FFA, HDI, MFA and others. 
US: Agree with Germany, we will have our Aero folks who use these review them and if possible try to modify the proposed definitions along the lines Germany suggests.",,,,,,,,,,,,,
"GB108","Air Facility Fuel Refueling /Dispensing Unit","Information Concerning Refueling Units At An Air Facility Including Type, Capacity And Tank Size Or Concerning Dispensing Units Including Types Of Hydrants And Nozzles.",,,,,,,,,,,"G","GB",2001/12/19 9:49:04,53,"US",,"NAT","National Feature","Feature Level Data Base (FACS Migration)","GE: As we see it, these are not features in the conventional sense. The definitions (“Information concerning ...”) are typical attribute definitions, similar to the definitions of the attributes AFA, FFA, HDI, MFA and others. 
US: Agree with Germany, we will have our Aero folks who use these review them and if possible try to modify the proposed definitions along the lines Germany suggests.",,,,,,,,,,,,,
"GB109","Air Facility Location And Remarks","Information concerning location and landmarks at the air facility including the city or town reflected in the airport name and the distance of the city or town from the air facility reference point, measured in nautical miles.",,,,,,,,,,,"G","GB",2002/03/28 8:12:51,53,"US",,"NAT","National Feature","Feature Level Data Base (FACS Migration)","GE: As we see it, these are not features in the conventional sense. The definitions (“Information concerning ...”) are typical attribute definitions, similar to the definitions of the attributes AFA, FFA, HDI, MFA and others. 
US: Agree with Germany, we will have our Aero folks who use these review them and if possible try to modify the proposed definitions along the lines Germany suggests.",,,,,,,,,,,,,
"GB110","Air Facility Off-Base Fuel Storage","Information concerning offbase fuel storage at the air facility including numbers, owners, types, and capacities.",,,,,,,,,,,"G","GB",2001/12/19 9:49:39,53,"US",,"NAT","National Feature","Feature Level Data Base (FACS Migration)","GE: As we see it, these are not features in the conventional sense. The definitions (“Information concerning ...”) are typical attribute definitions, similar to the definitions of the attributes AFA, FFA, HDI, MFA and others. 
US: Agree with Germany, we will have our Aero folks who use these review them and if possible try to modify the proposed definitions along the lines Germany suggests.",,,,,,,,,,,,,
"GB111","Air Facility On-Base Fuel Storage","Information concerning fuel storage at the air facility including numbers and types of containers, storage capacity, and dispensing rate.",,,,,,,,,,,"G","GB",2001/12/19 9:50:13,53,"US",,"NAT","National Feature","Feature Level Data Base (FACS Migration)","GE: As we see it, these are not features in the conventional sense. The definitions (“Information concerning ...”) are typical attribute definitions, similar to the definitions of the attributes AFA, FFA, HDI, MFA and others. 
US: Agree with Germany, we will have our Aero folks who use these review them and if possible try to modify the proposed definitions along the lines Germany suggests.",,,,,,,,,,,,,
"GB112","Air Facility On-Base Ordnance Storage","Information concerning ordnance storage at the air facility including type,number, and capacity of munitions storage.",,,,,,,,,,,"G","GB",2001/12/19 9:50:46,53,"US",,"NAT","National Feature","Feature Level Data Base (FACS Migration)","GE: As we see it, these are not features in the conventional sense. The definitions (“Information concerning ...”) are typical attribute definitions, similar to the definitions of the attributes AFA, FFA, HDI, MFA and others. 
US: Agree with Germany, we will have our Aero folks who use these review them and if possible try to modify the proposed definitions along the lines Germany suggests.",,,,,,,,,,,,,
"GB113","Air Facility Security","Information concerning security at the air facility including type, height,and location of security walls and fences.",,,,,,,,,,,"G","GB",2001/12/19 10:36:35,53,"US",,"NAT","National Feature","Feature Level Data Base (FACS Migration)","GE: As we see it, these are not features in the conventional sense. The definitions (“Information concerning ...”) are typical attribute definitions, similar to the definitions of the attributes AFA, FFA, HDI, MFA and others. 
US: Agree with Germany, we will have our Aero folks who use these review them and if possible try to modify the proposed definitions along the lines Germany suggests.",,,,,,,,,,,,,
"GB114","Air Facility Vehicles","Information concerning military or commercial vehicles at the air facility.",,,,,,,,,,,"G","GB",2001/12/19 10:38:06,53,"US",,"NAT","National Feature","Feature Level Data Base (FACS Migration)","GE: As we see it, these are not features in the conventional sense. The definitions (“Information concerning ...”) are typical attribute definitions, similar to the definitions of the attributes AFA, FFA, HDI, MFA and others. 
US: Agree with Germany, we will have our Aero folks who use these review them and if possible try to modify the proposed definitions along the lines Germany suggests.",,,,,,,,,,,,,
"GB115","Air Facility Available Water Transportation","Information concerning the availability of navigable waterways at the air facility usually accessible via road or railroad.",,,,,,,,,,,"G","GB",2001/12/19 10:39:00,53,"US",,"NAT","National Feature","Feature Level Data Base (FACS Migration)","GE: As we see it, these are not features in the conventional sense. The definitions (“Information concerning ...”) are typical attribute definitions, similar to the definitions of the attributes AFA, FFA, HDI, MFA and others. 
US: Agree with Germany, we will have our Aero folks who use these review them and if possible try to modify the proposed definitions along the lines Germany suggests.",,,,,,,,,,,,,
"GB116","Aircraft Bunker","Hardened structure built above or partially above ground which encloses aircraft to provide protection from offensive munitions.",,,,,,,,,,,"G","GB",2002/09/05 0:00:00,0,"US","FWP 09","2.2","New Feature","Feature Level Data Base (FACS Migration)",,,,,,,,,,,,,,
"GB120","Helicopter Landing Point","A landing site, either natural or constructed, which can accommodate a single helicopter.  The site contains no official or permanent aeronautical control facilities.",,,,,,,,,,,"G","GB",2002/09/09 0:00:00,2,"UH",,"AML","New Feature","Requested by UK to support their development of the Additional Military Layers (AML) Products.",,,,,,,,,,,,,,
"GB130","Landing/Drop Zone","A defined area designated for aerial landing of personnel and/or equipment by either aircraft or parachute.  The zone can include a number of Landing Sites (GB131).  The site contains no official or permanent aeronautical control facilities.",,,,,,,,,,,"G","GB",2002/09/09 0:00:00,2,"UH",,"AML","New Feature","Requested by UK to support their development of the Additional Military Layers (AML) Products.",,,,,,,,,,,,,,
"GB131","Landing Site","An area within a Landing Zone (GB130) containing one or more Landing Points (GB120).  The site contains no official or permanent aeronautical control facilities.",,,,,,,,,,,"G","GB",2002/09/09 0:00:00,2,"UH",,"AML","New Feature","Requested by UK to support their development of the Additional Military Layers (AML) Products.",,,,,,,,,,,,,,
"GB160","Decontamination Pad","A designated area where a Nuclear, Biological, or Chemical (NBC) contaminated aircraft, checked at landing, is sent to be decontaminated by special teams.",,,,,,,,,,,"G","GB",1998/06/24 0:00:00,0,"WP",,"2.0A",,"Add Spanish to list of languages.  Buckley NIMA/IPS",,,,,,,,,,,,,,
"GB170","INS Alignment Pad ","A designated area where the automated navigation instruments of aircraft are reset before taking off.",,,,,,,,,,,"G","GB",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"GB220","Air Obstruction","An existing object of natural growth, or terrain at a fixed location within prescribed area with a reference to which vertical clearance is or must be provided during flight operations.",,,,,,,,,,,"G","GB",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"GB221","Miscellaneous Air Obstruction","A generic man-made air obstruction.",,,,,,,,,,,"G","GB",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"IA010","Map Boundary","A line which encloses all water, streets, parcels and buildings.",,,,,,,,,,,"I","IA",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"IA040","Parcel","Land use and/or land property.",,,,,,,,,,,"I","IA",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"IA050","Cadastral Constructions","Constructions with unique characteristics.",,,,,,,,,,,"I","IA",1998/04/02 0:00:00,0,"DE",,"2.0A",,,,,,,,,,,,,,,,
"IA530","Areál Na Trase","N/A",,,,,,,,,,,"I","IA",2000/09/06 0:00:00,53,"CZ",,"NAT","National Feature",,,,,,,,,,,,,,,
"IA550","Blok Budov","N/A",,,,,,,,,,,"I","IA",2000/09/06 0:00:00,53,"CZ",,"NAT","National Feature",,,,,,,,,,,,,,,
"IA570","Areál Sportovního Zarízení","N/A",,,,,,,,,,,"I","IA",2000/09/06 0:00:00,53,"CZ",,"NAT","National Feature",,,,,,,,,,,,,,,
"ID010","Cadastral Control Points","A reference point used for a cadastral map orientation.",,,,,,,,,,,"I","ID",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"ID020","Fiducial Points","Used for topographic survey.",,,,,,,,,,,"I","ID",1998/04/02 0:00:00,0,"DE",,"2.0A",,,,,,,,,,,,,,,,
"IE010","Map Sheet Frame ","Contains drawing frames and map parameters.",,,,,,,,,,,"I","IE",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"IE020","Miscellaneous","Contains topographical details and other information.",,,,,,,,,,,"I","IE",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"IE040","Map-Info","Contains auxiliary information about each map.",,,,,,,,,,,"I","IE",1998/04/02 0:00:00,0,"DE",,"2.0A",,,,,,,,,,,,,,,,
"KO011","Vodní Tok","N/A",,,,,,,,,,,"K","KO",2000/09/06 0:00:00,53,"CZ",,"NAT","National Feature",,,,,,,,,,,,,,,
"KO021","Silnicní Tah","N/A",,,,,,,,,,,"K","KO",2000/09/06 0:00:00,53,"CZ",,"NAT","National Feature",,,,,,,,,,,,,,,
"KO022","Eleznicní Trat","N/A",,,,,,,,,,,"K","KO",2000/09/06 0:00:00,53,"CZ",,"NAT","National Feature",,,,,,,,,,,,,,,
"KO031","Energetická Trasa","N/A",,,,,,,,,,,"K","KO",2000/09/06 0:00:00,53,"CZ",,"NAT","National Feature",,,,,,,,,,,,,,,
"KO032","Potrubní Trasa","N/A",,,,,,,,,,,"K","KO",2000/09/06 0:00:00,53,"CZ",,"NAT","National Feature",,,,,,,,,,,,,,,
"KO061","Sídlo","N/A",,,,,,,,,,,"K","KO",2000/09/06 0:00:00,53,"CZ",,"NAT","National Feature",,,,,,,,,,,,,,,
"KO062","Základní Sídelní Jednotka","N/A",,,,,,,,,,,"K","KO",2000/09/06 0:00:00,53,"CZ",,"NAT","National Feature",,,,,,,,,,,,,,,
"N/A","Featureless Feature Table","Provides a feature to assign attributes used in the various ""featureless"" teature tables found in the DQ Coverage and in the related attribute tables used for source (source.rat) and the default values for numeric attributes (sat.rat).  Not to be considered a real FACC feature code.",,,,,,,,,,,"Z","ZM",2001/04/02 0:00:00,19,"US",,"N/A","National Feature",,,,,,,,,,,,,,,
"SA010","Common Open Water","An area containing any surface water that is flowing or free standing such as lakes, rivers, oceans, reservoirs, etc.",,,,,,,,,,,"S","SA",1998/04/02 0:00:00,0,"WP",,"2.0A",,"Formatting
",,,,,,,,,,,,,,
"SA020","Disturbed Soil","An area that has been so disturbed by human activity that no single soil type can be accurately identified.  These areas may include built-up areas, strip mines, landfills, railroad yards, etc.",,,,,,,,,,,"S","SA",1998/04/02 0:00:00,0,"DE",,"2.0A",,,,,,,,,,,,,,,,
"SA030","Exposed Bedrock","Areas that contain no or little soil (less than 10%) containing bare rock or other extrusive material such as lava.",,,,,,,,,,,"S","SA",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"SA040","Permanent Snowfield","An area permanently covered by snow or ice that covers a land mass, such as glaciers and snowfields.",,,,,,,,,,,"S","SA",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"SA050","Slope Polygon ","An area enclosing a group of slope values falling within a set range.",,,,,,,,,,,"S","SA",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"SA060","Covered Drainage","A natural watercourse or man-made waterway that is covered preventing its observation or further classification.",,,,,,,,,,,"S","SA",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"SA070","Seismic Activity Area","An area where earthquake or other seizmic activity has occurred.",,,,,,,,,,,"S","SA",2002/09/09 0:00:00,2,"UH",,"AML","New Feature","Requested by UK to support their development of the Additional Military Layers (AML) Products.",,,,,,,,,,,,,,
"SBXXX","Feature Place Holder SB","Place Holder - SB",,,,,,,,,,,"S","SB",1998/06/24 0:00:00,19,"US",,"N/A","National Feature",,,,,,,,,,,,,,,
"SCXXX","Feature Place Holder SC","Place Holder - SC",,,,,,,,,,,"S","SC",1998/06/24 0:00:00,19,"US",,"N/A","National Feature",,,,,,,,,,,,,,,
"SDXXX","Feature Place Holder SD","Place Holder - SD",,,,,,,,,,,"S","SD",1998/06/24 0:00:00,19,"US",,"N/A","National Feature",,,,,,,,,,,,,,,
"SEXXX","Feature Place Holder SE","Place Holder - SE",,,,,,,,,,,"S","SE",1998/06/24 0:00:00,19,"US",,"N/A","National Feature",,,,,,,,,,,,,,,
"SFXXX","Feature Place Holder SF","Place Holder - SF",,,,,,,,,,,"S","SF",1998/06/24 0:00:00,19,"US",,"N/A","National Feature",,,,,,,,,,,,,,,
"SU001","Military Base","A center of operations for a military organization.",,,,,,,,,,,"S","SU",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"SU002","US-Subway   UK-Underground Railway/Metro","An underground, metropolitan electric railway or the tunnel through which it travels.",,,,,,,,,,,"S","SU",1998/04/02 0:00:00,0,"WP",,"2.0A",,"Capitalization
",,,,,,,,,,,,,,
"SU003","Port Facility","A building or section of building that is established to serve a particular purpose for water vehicles.",,,,,,,,,,,"S","SU",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"ZA010","Electronic Order of Battle Significant Feature","A feature with Electronic Order of Battle significance.",,,,,,,,,,,"Z","ZA",1998/09/17 0:00:00,53,"US",,"NAT","National Feature",,"Rejected by 12/98 FACC WP - (BE, IT against; UK, US in favor; others non-committal).",,,,,,,,,,,,,
"ZAXXX","Feature Place Holder ZA","Place Holder - ZA",,,,,,,,,,,"Z","ZA",1998/06/24 0:00:00,19,"US",,"N/A","National Feature",,,,,,,,,,,,,,,
"ZB020","Benchmark","A reference mark on a permanent object indicating elevation relative to an established datum.",,,,,,,,,,,"Z","ZB",1998/06/24 0:00:00,0,"WP",,"2.0A",,"Remove ZB020 from Danish translation.  Buckley NIMA/IPS",,,,,,,,,,,,,,
"ZB030","US-Boundary Monument  UK-Boundary Monument/Boundary Mark","A marker identifying the location of a surveyed boundary line.",,,,,,,,,,,"Z","ZB",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"ZB031","Unmonumented Point","A formally recognized survey or reference point which is not represented by a physical boundary monument or benchmark.",,,,,,,,,,,"Z","ZB",1999/08/11 0:00:00,0,"US",,"2.1","Version 2.1: New Feature.","This particular concept was found to be missing from FACC during NIMA's modeling efforts.","US: We have various monuments in FACC but no way to capture non-monumented points.  New 11 Aug 99
IT: ???   It is not clear the given justification. Need further discussion.",,,,,,,,,,,,,
"ZB032","Baseline Point","A monumented or unmonumented point which serves as a  point on and which partially defines a segment of a national boundary baseline.  This baseline is used for defining the landward edge or margin of a nation's various contiguous zones such as the 3 and 12 nautical mile limits and the Exclusive Economic Zone (EEZ).",,,,,,,,,,,"Z","ZB",2002/05/16 9:43:49,0,"US","2003-Apr-30","2.2","New Feature","Recent boundaries modelling discovered that this concept was missing from the available options in FACC.  Baseline Points don't always have a physical monument associated with them, therefore the use of ZB030 US-Boundary Monument  UK-Boundary Monument/Boundary Mark would be inappropriate.  Baseline Points are always associated with baselines,  therefore the use of  ZB035 Control Point/Control Station would also be inappropriate.",,,,,,,,,,,,,,
"ZB035","Control Point/Control Station","An object or mark on the ground of known position, elevation, or both.",,,,,,,,,,,"Z","ZB",1998/04/02 0:00:00,0,"WP",,"2.0A",,"There is a requirement to include both temporary and permanent marks under this feature.  Currently only temporary marks are allowed.  This change involves an expansion of the definition, making it less restrictive not more restrictive.
",,,,,,,,,,,,,,
"ZB036","Distance Mark","A mark which indicates the value of distance measured from an origin and consists of either a solid visible structure or a distinct location without special installation.",,,,,,,,,,,"Z","ZB",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"ZB040","Diagnostic Point","A point used to check system accuracy.",,,,,,,,,,,"Z","ZB",1998/04/02 0:00:00,0,"WP",,"2.0A",,"Formatting
",,,,,,,,,,,,,,
"ZB060","Geodetic Point","A physical point on the Earth's surface having a surveyed position (e.g. Trig Points).",,,,,,,,,,,"Z","ZB",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"ZB070","Precise Radar Significant Location","A location selected for high radar reflective potential.",,,,,,,,,,,"Z","ZB",2001/12/17 0:00:00,53,"US",,"NAT","National Feature","Feature Level Data Base (FACS Migration)","GE: (See AL215) ""Should be rejected, since there is obviously no difference with regard to ZB 070 Precise Radar Significant Location"" 
US: Since this was to be a direct port of a US FACS feature, it will be best to keep as a US National rather then modify it, we need an exact match.",,,,,,,,,,,,,
"ZB502","Military Point","Surveying point that is integrated into the trigonometric control network on training areas, local training areas etc.",,,,,,,,,,,"Z","ZB",2000/10/19 0:00:00,53,"GE",,"NAT","National Feature",,,,,,,,,,,,,,,
"ZB503","Artillery Surveying Point","A surveying point for military purposes.",,,,,,,,,,,"Z","ZB",2000/10/19 0:00:00,53,"GE",,"NAT","National Feature",,,,,,,,,,,,,,,
"ZB504","Other Surveying Point","An auxiliary point or a surveying point, which is not covered by another feature coding in this specification.",,,,,,,,,,,"Z","ZB",2000/10/19 0:00:00,53,"GE",,"NAT","National Feature",,,,,,,,,,,,,,,
"ZB505","Navigation Point","A surveyed and mapped (not marked) point that may be clearly identified in the locality and that is suitable for being used as a starting point/control point for determining one’s own position by means of a vehicle navigation system.",,,,,,,,,,,"Z","ZB",2000/10/19 0:00:00,53,"GE",,"NAT","National Feature",,,,,,,,,,,,,,,
"ZB506","Elevation Reference Point","A marked control point the elevation of which has been established by means of geometric leveling.",,,,,,,,,,,"Z","ZB",2000/10/19 0:00:00,53,"GE",,"NAT","National Feature",,,,,,,,,,,,,,,
"ZB507","Gravity Reference Point","Starting point for the surveying of (individual) objects in the gravity control network.  For the gravity control points the gravity values of the gravitation field of the Earth are determined.",,,,,,,,,,,"Z","ZB",2000/10/19 0:00:00,53,"GE",,"NAT","National Feature",,,,,,,,,,,,,,,
"ZB508","Magnetic Point","A point for which measured declination values – related to a specified epoch – are available.",,,,,,,,,,,"Z","ZB",2000/10/19 0:00:00,53,"GE",,"NAT","National Feature",,,,,,,,,,,,,,,
"ZB509","Sheet Corner 1:25000","The points specifying the sheet lines of series M841 maps.",,,,,,,,,,,"Z","ZB",2000/10/19 0:00:00,53,"GE",,"NAT","National Feature",,,,,,,,,,,,,,,
"ZB510","Sheet Corner 1:50000","The points specifying the sheet lines of series M745 maps.",,,,,,,,,,,"Z","ZB",2000/10/19 0:00:00,53,"GE",,"NAT","National Feature",,,,,,,,,,,,,,,
"ZB511","Sheet Corner 1:250000","The points specifying the sheet lines of series 1501 maps.",,,,,,,,,,,"Z","ZB",2000/10/19 0:00:00,53,"GE",,"NAT","National Feature",,,,,,,,,,,,,,,
