"ATT_CODE","DIGEST Status","US","CA","UK","FR","BE","NL","GE","SE","CZ","IT","ATT_NAME","ATT_DESCRIPTION","ATT_TYPE","ATT_FORMAT","ATT_LENGTH","MIN_VAL","MAX_VAL","Date of last change","Source of Proposed Change","Approval Notes","Report Number","Change History","Justification","Comments","US Comments","CA Comments","UK Comments","FR Comments","BE Comments","NL Comments","GE Comments","SE Comments","CZ Comments","IT Comments"
"STG",0,,,,,,,,,,,"Soil Trafficability Group (Derived from STP)","Soils described by the Unified Soil Classification System categorized by their wet weather trafficability characteristics.","Coded","Short Integer",1,0.00,999.00,1998/06/24 0:00:00,"US",,"2.0A",,,,,,,,,,,,,
"STL",0,,,,,,,,,,,"Seasonal Tent Location","The seasonal habitat location of nomadic people.","Coded","Short Integer",1,0.00,999.00,1998/04/02 0:00:00,"US",,"2.0A",,"Predicts seasonal location of nomadic peoples - depending on time of year there may or may not be people present.  Used on all topographic products and also drives both hardcopy and softcopy symbology.
",,,,,,,,,,,
"STP",0,,,,,,,,,,,"Soil Types","Soils described by the Unified Soil Classification System (USCS)","Coded","Short Integer",1,0.00,999.00,1998/04/02 0:00:00,,,"2.0",,,,,,,,,,,,,
"STQ",0,,,,,,,,,,,"Summer Tree Cover Density Code","Coded value indicating percent of summer canopy closure within delineated area of feature.","Coded","Short Integer",1,0.00,999.00,1998/06/24 0:00:00,"US",,"2.0A",,"To replace proposed modification to STR to match WTR.
",,,,,,,,,,,
"SUA",0,,,,,,,,,,,"Special Use Airspace Altitude Limits","Description of the altitude limits of Special Use Airspaces.","Text","ASCII Text",256,,,1998/06/24 0:00:00,"US",,"2.0A",,"Required for TOD to capture Naval Operating Areas.
",,,,,,,,,,,
"SUC",0,,,,,,,,,,,"Shed Use category","Specifies the specific use of a shed.","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Breakout of multiconcept attributes i.e. USE and EXS","GE Yes",,,,,,,,,,
"SUE",0,,,,,,,,,,,"Survey Date - End","The end date of the survey. Coded YYYYMMDD.","Date","ASCII Text",8,,,1998/06/24 0:00:00,"CA",,"2.0A",,"Required for mapping S-57 to FACC.
",,,,,,,,,,,
"SUP",0,,,,,,,,,,,"Supervision of Light","Stipulates whether the light is equipped with a standby or emergency equipment.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"SUR",0,,,,,,,,,,,"Survey Category","Tabulates the various qualifiers of the survey carried out for a feature.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"SUS",0,,,,,,,,,,,"Survey Date - Start","The start date of the survey. Coded YYYYMMDD.","Date","ASCII Text",8,,,1998/06/24 0:00:00,"CA",,"2.0A",,"Required for mapping S-57 to FACC.
",,,,,,,,,,,
"SV1",0,,,,,,,,,,,"Sounding Vertical Accuracy Code","The Depth Recorder Evaluation Code.","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE Yes",,,,,,,,,,
"SVA",0,,,,,,,,,,,"Slaved Variation (Declination)","The fixed value of magnetic variation applied to true direction to obtain the magnetic values for radials, courses, and headings.","Numeric","Floating Point",1,-180.00,180.00,2000/08/07 0:00:00,"US",,"2.1","Version 2.1: New Attribute","Airfield Initiative Requirement.",,,,,,,,,,,
"SVC",0,,,,,,,,,,,"Sounding Velocity","Indicates type of correction that has been added to, or subtracted from instrument reading to obtain correct depth.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"SVR",0,,,,,,,,,,,"Special Purpose Vehicle Remarks","Remarks on the quantities and types of special purpose vehicles, including: 1) snow removers; 2) wreck removers, quantities and types of wreckers, cranes, hoists, crash dollies, etc.; or 3) crash removers, quantities and types of crash equipment and rescue vehicles.","Text","ASCII Text",256,,,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE Yes",,,,,,,,,,
"SWC",0,,,,,,,,,,,"Soil Wetness Condition","General moisture content or condition of a soil.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"SWL",0,,,,,,,,,,,"Single Wheel Bearing Load","The estimated single wheel load (ESWL).","Numeric","Short Integer",1,-32767.00,32767.00,1998/04/02 0:00:00,"WP",,"2.0A",,,,,,,,,,,,,
"SWT",0,,,,,,,,,,,"Well/Spring Feature Type","Identifies the type of spring or water-hole.","Coded","Short Integer",1,0.00,999.00,1998/06/24 0:00:00,,,"2.0",,,"US: SWT applies only to springs, use WFT for wells.
SWT  US proposal.  
UK do not concur, while the attributes in question may be poorly defined, SWT does not necessarily refer only to springs.  This needs to be discussed.
IT does not concur, SWT code values do not refer only to springs.
US - The concept was to remove reference to wells, not limit use just to springs.  Any further name massaging will be welcomed.  RCB",,,,,,,,,,
"SYC",0,,,,,,,,,,,"Synchronized Status","Specifies whether a feature is synchronized or not.","Coded","Short Integer",1,0.00,999.00,2003/05/01 0:00:00,"US","30April 2003","2.2","New Attribute","Breakout of multiconcept attribute EXS","GE: No if at all, it would have to read 001 Synchronized and 002 Not Synchronized  Incidentally SYC would be one of the “Breakout Attributes“ (from EXS 074); that is not mentioned in the proposal (comments). Or  is EXS 074 retained?
US:  Yes, SYC is part of the breakout. I added 002 to complete the pair as Germany pointed out.",,,,,,,,,,
"T01",0,,,,,,,,,,,"Refueling Units Type","The methods /units available for dispensing the designated fuel.","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: Yes",,,,,,,,,,
"TAD",0,,,,,,,,,,,"To Address Number","Contain address range for a line or area feature, e.g., a street or portion of a street can have a range of address numbers from 1-99999 or a building such as an apartment or office building could have the same range.  If the address has only one number, the FAD and TAD are the same.","Numeric","Long Integer",1,,,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Attribute cited in EUVMAP Specification but not in FACC 2.1 or earlier.","GE: Yes but see FAD",,,,,,,,,,
"TCL",0,,,,,,,,,,,"Tree Canopy Levels","The number of canopies (vegetation levels) in a woodland.","Numeric","Short Integer",1,-32767.00,32767.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"TCS",0,,,,,,,,,,,"Tunnel Cross-Section","The distinctive shape of a tunnel viewed from the ends.","Coded","Short Integer",1,0.00,999.00,2000/08/07 0:00:00,"GE",,"2.1","Version 2.1: New Attribute","Proposed by Germany (Kant).  While reviewing STANAGs 2253 and 2257, Germany found that it is not possible to translate all permanent geo information into FACC codes following these STANAGs.",,,,,,,,,,,
"TEC",0,,,,,,,,,,,"Technique of Sounding Measurement","Encodes the various techniques and methods of sounding measurement.","Coded","Short Integer",1,0.00,999.00,1998/04/02 0:00:00,,,"2.0",,,,,,,,,,,,,
"TEL",0,,,,,,,,,,,"Telescope Category","Classifies the types of telescopes.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"TFC",0,,,,,,,,,,,"Transportation Facility Category","Encodes facilities or buildings which are primarily used for transportation purposes.","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Breakout of multiconcept attributes i.e. USE and EXS","GE: Yes, but rephrase definition! (See RFC)
US: Done",,,,,,,,,,
"THL",0,,,,,,,,,,,"Data Quality Thematic Layer","The thematic layer identifier for each layer in the database.","Text","ASCII Text",255,,,2003/05/01 0:00:00,"US","30April 2003","2.2","New Attribute","Port of the attribute 'layer' used in many VPF products to a FACC attribute.","GE: ???       “Still thinking“",,,,,,,,,,
"THM",0,,,,,,,,,,,"Touchdown Zone Elevation in Metres - High End","The highest elevation in the first 3000 feet of the high end usable landing surface measured from Mean Sea Level (MSL). A negative value indicates the elevation is below mean sea level.","Numeric","Floating Point",1,,,2000/08/08 0:00:00,"US",,"2.1","Version 2.1: New Attribute","Airfield Initiative Requirement",,,,,,,,,,,
"TID",0,,,,,,,,,,,"Tidal/Non-Tidal Category","Identifies whether a feature is affected by tidal water.","Coded","Short Integer",1,0.00,999.00,1998/06/24 0:00:00,"US",,"2.0A",,"Close up spaces around /.  Buckley NIMA/IPS",,,,,,,,,,,
"TIM",0,,,,,,,,,,,"Time Attribute","The time, expressed in hours of duration, for which an activity is permitted.","Numeric","Short Integer",1,0.00,24.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"TLA",0,,,,,,,,,,,"Taxiway Lighting Availability.","Availability of taxiway lights.","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: Yes",,,,,,,,,,
"TLM",0,,,,,,,,,,,"Touchdown Zone Elevation in Metres - Low End","The highest elevation in the first 3000 feet of the low end usable landing surface measured from Mean Sea Level (MSL). A negative value indicates the elevation is below mean sea level.","Numeric","Floating Point",1,,,2000/08/08 0:00:00,"US",,"2.1","Version 2.1: New Attribute","Airfield Initiative Requirement",,,,,,,,,,,
"TLN",0,,,,,,,,,,,"Total Length","The total length of the traveled way between two locations.","Numeric","Long Integer",1,,,1998/06/24 0:00:00,"US",,"2.0A",,"Correct spelling of integer. Sheppard SAIC
",,,,,,,,,,,
"TMC",0,,,,,,,,,,,"Top Mark Characteristic","The characteristic shape secured at the top of a buoy or beacon to aid identification.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,"GE: Yes",,,,,,,,,,
"TMS",0,,,,,,,,,,,"Extraction Timestamp","The date on which the feature was extracted followed by an increment specific to each source.","Structured Text","ASCII Text",1,,,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: Yes",,,,,,,,,,
"TNG",0,,,,,,,,,,,"Tonnage","Tonnage of a sunken or stranded wreck, a hulk, or other vessel.  Reference STANAG 3715.","Numeric","Long Integer",1,,,1998/04/02 0:00:00,"US",,"2.0A",,"Required to bring Non-Submarine Contacts into the VPF Arena.  Reference STANAG 3715.
Ton is the US usage for shipping tons.  Add reference to STANAG #.",,,,,,,,,,,
"TOP",0,,,,,,,,,,,"Shape of Top Mark","Tabulates the various shapes of top mark.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"TRA",0,,,,,,,,,,,"Traversability","Indicates whether the feature is traversable by foot.","Coded","Short Integer",1,0.00,999.00,1998/04/02 0:00:00,,,"2.0",,,,,,,,,,,,,
"TRE",0,,,,,,,,,,,"Tree Type Category","Type of tree coverage.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"TRF",0,,,,,,,,,,,"Traffic Flow","Encodes the general destination of traffic.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"TRK",0,,,,,,,,,,,"Recommended Track Classification","Tabulates types of recommended track.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"TS1",0,,,,,,,,,,,"Tree Spacing Range (1)","Estimated range (1) of the average distance between trees in a stand, determined in decimetres from center to center of adjacent trees.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"TS2",0,,,,,,,,,,,"Tree Spacing Range (2)","Estimated range (2) of the average distance between trees in a stand, determined in decimetres from center to center of adjacent trees.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"TS3",0,,,,,,,,,,,"Tree Spacing Range (3)","Estimated range (3) of the average distance between trees in a stand, determined in decimetres from center to center of adjacent trees.","Coded","Short Integer",1,0.00,999.00,1998/06/24 0:00:00,"US",,"2.0A",,"Required for terrain analysis and DTOP.  Used for inferences into the NATO mobility model.","IT: needs some clarification about the use of different range value (different increment).
US - WARNING Lecture Alert: ""The existence of TS1, TS2, and TS3 are indications of the problems with coded ranges being used to capture numeric concepts.  Every time you buy a new piece of equipment, you must change the ranges! Or add a new attribute"" -End of lecture.",,,,,,,,,,
"TSC",0,,,,,,,,,,,"Tree Spacing Category","Average distance between adjacent tree centerlines within area of feature.","Numeric","Short Integer",1,-32767.00,32767.00,1998/04/02 0:00:00,,,"2.0",,,"UK do not concur, this is a fundamental change which may impact backwards compatibility.  UK suggest the creation of a new attribute for ""Greater Precision"".",,,,,,,,,,
"TSD",0,,,,,,,,,,,"Tree Spacing With greater than 1 meter resolution","Average distance between adjacent tree centerlines within area of feature.","Numeric","Floating Point",1,,,1999/05/20 0:00:00,"US",,"2.1","Version 2.1: Corrected Typo - changed  increments from 1 Meter to 0.1 Meter.","Typical obstacles in cross country movement models require greater than 1 meter resolution of tree spacing.  Required for terrain analysis and DTOP.","US: Correct Typo - increments should have been 0.1 Meter, not 1 Meter.
UK:  YES
GE:  NO  It is a complete illusion to believe to be able to extract the distances between trees with that accuracy.  Besides, it is to be „average distance“.
IT:  YES",,,,,,,,,,
"TSH",0,,,,,,,,,,,"Runway High End Threshold Lights","The availability of threshold lights at the high end of the runway.","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: Yes",,,,,,,,,,
"TSL",0,,,,,,,,,,,"Runway Low End Threshold Lights","The availability of Threshold lights at the low end of the runway.","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: Yes",,,,,,,,,,
"TSP",0,,,,,,,,,,,"Traffic Scheme Part","Component of the traffic routing system.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"TSR",0,,,,,,,,,,,"Tailored Surface Roughness Description","Describes a unique condition of the surface materials or surface geomorphology that may be used for mobility prediction, construction material, and landing sites, and is not covered under the standard SRD values.","Text","Lexical",256,,,1998/04/02 0:00:00,"US",,"2.0A",,"Not all areas of the Earth's surface are properly described by the standardized SRD values.  This attribute allows for descriptions which are not covered by SRD.","UK agree in principle, but are concerned with the usefulness of this attribute for analysis.  UK suggest considering the addition of values to SRD as an alternative, but are likely to concur with the proposal after discussion.",,,,,,,,,,
"TSS",0,,,,,,,,,,,"Traffic Separation Scheme Classification","Tabulates types of traffic separation schemes.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"TST",0,,,,,,,,,,,"Transmission Line Suspension","Types of suspension of power transmission lines between pylons.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"TTC",0,,,,,,,,,,,"Tower Type Category","Appearance or configuration of the feature.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"TUC",0,,,,,,,,,,,"Transportation Use Category","Identifies the primary user, function, or authority of the transportation system.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,"GE: Yes TUC 043",,,,,,,,,,
"TXP",0,,,,,,,,,,,"Taxiway Type","The type of like taxiways at the air facility.","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: Yes",,,,,,,,,,
"TXR",0,,,,,,,,,,,"Taxiway Remarks","Remarks concerning the taxiway.","Text","ASCII Text",256,,,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: Yes",,,,,,,,,,
"TXT",0,,,,,,,,,,,"Text Attribute","Narrative or other description.","Text","Lexical",256,,,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"TY3",0,,,,,,,,,,,"Type of Benchmark (Airfield)","Indicates whether the benchmark is a primary airfield control (PAC) or a secondary airfield control (SAC).","Coded","Short Integer",1,0.00,999.00,2000/08/08 0:00:00,"US",,"2.1","Version 2.1: New Attribute","Airfield Initiative Requirement",,,,,,,,,,,
"TYP",0,,,,,,,,,,,"Street Classification","Street Type, e.g. Street, Road, Drive, Avenue, Lane, etc.","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute",,"US-Buckley:  What are the missing values in the list?  Are they the non-US terms I.e. ""Close"", ""Strasse"", or ""Rue""?
GE: Yes",,,,,,,,,,
"TZH",0,,,,,,,,,,,"Touchdown Zone Elevation in Feet - High End","The highest elevation in the first 3000 feet of the high end usable landing surface measured from MSL. A negative value indicates the elevation is below mean sea level.","Numeric","Floating Point",1,,,2000/08/08 0:00:00,"US",,"2.1","Version 2.1: New Attribute","Airfield Initiative Requirement",,,,,,,,,,,
"TZL",0,,,,,,,,,,,"Touchdown Zone Elevation in Feet - Low End","The highest elevation in the first 3000 feet of the low end usable landing surface measured from MSL. A negative value indicates the elevation is below mean sea level.","Numeric","Floating Point",1,,,2000/08/08 0:00:00,"US",,"2.1","Version 2.1: New Attribute","Airfield Initiative Requirement",,,,,,,,,,,
"UBC",0,,,,,,,,,,,"Underbridge Clearance Category","Clearance below bridge, measured from the lowest surface level to the base of the lower of either a cross beam or the lowest bridge deck.","Numeric","Short Integer",1,-32767.00,32767.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"UBD",0,,,,,,,,,,,"Underbridge Clearance With Greater Precision","Clearance below bridge, measured from the lowest surface level to the base of the lower of either a cross beam or the lowest bridge deck.","Numeric","Floating Point",1,,,1998/06/24 0:00:00,"WP",,"2.0A",,"Typical obstacles in cross country movement requires greater than 1 meter resolution, especially in rural areas.  Required for terrain analysis and DTOP.","UK do not concur, this is a fundamental change which may impact backwards compatibility.  UK suggest the creation of a new attribute (perhaps the CA VC3 proposal).",,,,,,,,,,
"UHS",0,,,,,,,,,,,"Uncovering Height Status","Indicates whether a uncovering height is known.","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 08","2.2","New Attribute",,,,,,,,,,,,
"UID",0,,,,,,,,,,,"Feature Identification Number","Unique numeric feature identifier within a dataset.","Numeric","Long Integer",1,,,1999/05/20 0:00:00,"US",,"2.1","Version 2.1: Added ""within a dataset"" to the definition.","VPF tool to track features present in multiple coverages.","UK:  Agree on the requirement, but suggest that the definition is too restrictive.  There is a need for a UID for all features period, not just across coverages.  Needs more work - add a producer code either as a part of this or a separate attribute.
UK:  Already in 2.0A!!!! It was understood that the UID proposal was not to be implemented.  Have attempted to locate a reference to agreement to put it into 2.0A but not yet found one.  If it was not agreed, it should have been there.  Indeed, if it should not have been there, UK missed it during the review of draft 2.0A.  UK may even have commented on its existence at that time.  Please advise your understanding of this issue.
GE:  Already existing!
IT:  NO Already in 2.0A!",,,,,,,,,,
"UMC",0,,,,,,,,,,,"Underlying Material Characteristics","Characteristics of underlying material composition of feature.","Coded","Short Integer",1,0.00,999.00,1998/06/24 0:00:00,"US",,"2.0A",,"Add word characteristics to name for clarification.  Buckley NIMA/IPS",,,,,,,,,,,
"UNI",0,,,,,,,,,,,"Units"," Identifies the units of measure. [Reference DIGEST Part 3 for Units associated with DIGEST header data.]""","Coded","Short Integer",1,0.00,999.00,1998/04/02 0:00:00,"US",,"2.0A",,"Need to use the units attribute on more than FC100.","GE: Yes",,,,,,,,,,
"USE",0,,,,,,,,,,,"Usage","Use (identifies the primary user, function, or controlling authority).","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,"US",,"2.0",,,"IT: concur, but suggests to substitute the “/” with the “or” for the code values USE146, USE147, USE152.
US: 161 RORO changed to 172 RORO because 161 was already taken by UK.
161/172 GE: No That is MUC 015
161/172 US: still need as MUC has not yet been approved.  USE 161/172 is being used as we speak.",,,,,,,,,,
"USI",0,,,,,,,,,,,"BAD Sounding Identifier","Unique identifier for tracking Bathy Archive Data (BAD)","Numeric","Long Integer",1,,,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: Yes",,,,,,,,,,
"USP",0,,,,,,,,,,,"Urban Street Pattern","The predominant geometric configuration of streets found within the delineated area of the feature.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"UT1",0,,,,,,,,,,,"UTM Grid Northing","Full 7 digits of the UTM grid coordinate Northing value.  (UTS, along with the last five digits of both UT1 and UT2 can designate a feature's coordinates on the earth's surface.)","Text","ASCII Text",8,,,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"UT2",0,,,,,,,,,,,"UTM Grid Easting","Full 6 digits of the UTM grid coordinate Easting value.  (UTS along with the last five digits of both UT1 and UT2 can designate a feature's coordinates on the earth's surface.)","Text","ASCII Text",8,,,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"UTS",0,,,,,,,,,,,"UTM Square Identification","Locates feature to within a specific 100,000 m square, by a 5-digit alphanumeric designation.  1st two numbers are the UTM grid zone, 3rd letter is a specific 6-degree x 8-degree block within the grid zone (the unique Grid Zone Designation), and the last two letters are the 100,000 m square.","Text","ASCII Text",5,,,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"UUC",0,,,,,,,,,,,"Utility Use Category","Encodes facilities or buildings which are primarily used for utility provision purposes.","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Breakout of multiconcept attributes i.e. USE and EXS","GE: Yes, but rephrase definition!  (see RFC)
US: Done",,,,,,,,,,
"UZ1",0,,,,,,,,,,,"UTM Grid Zone (1)","Two-character grid zone identifier.","Text","ASCII Text",2,,,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"UZ2",0,,,,,,,,,,,"UTM Grid Zone (2)","Two-character grid zone identifier.","Text","ASCII Text",2,,,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"VA1",0,,,,,,,,,,,"Variation anomaly value with greater than 1 degree resolution","The difference between the magnetic variation of the disturbance area and the magnetic variation of the surrounding area.","Numeric","Floating Point",1,,,1998/04/02 0:00:00,"CA",,"2.0A",,"Addition or modification required for mapping IHO S-57 to FACC.
",,,,,,,,,,,
"VA2",0,,,,,,,,,,,"First magnetic variation value","First magnetic variation value of the disturbance area.","Structured Text","ASCII Text",1,,,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: Yes",,,,,,,,,,
"VA3",0,,,,,,,,,,,"Second magnetic variation value","Second magnetic variation value of the disturbance area.","Structured Text","ASCII Text",1,,,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: Yes",,,,,,,,,,
"VA4",0,,,,,,,,,,,"Variation Anomaly String","A description of the difference between the magnetic variation (MVC) of a distrubance area and the magnetic variation of the surrounding area.  Used where more than a numeric value (I.e. VAV) is required.","Text","ASCII Text",1,,,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: Yes",,,,,,,,,,
"VAC",0,,,,,,,,,,,"Visual Aids Category","Identifies the type of visual ground signs for aeronautical aids.","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: Yes, but why  Breakout ?  Shore (Marker) and Land (Marker) are new.
US: New but would have been added to USE if not.  Do not need to add to USE also in this case.",,,,,,,,,,
"VAL",0,,,,,,,,,,,"Value","Generic numeric (integer) value.","Numeric","Short Integer",1,-32767.00,32767.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"VAV",0,,,,,,,,,,,"Variation Anomaly Value","The difference between the magnetic variation of the disturbance area and the magnetic variation of the surrounding area.","Numeric","Short Integer",1,0.00,359.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"VC1",0,,,,,,,,,,,"Vertical Clearance, Closed With greater than 1 meter resolution","Encodes the vertical clearance of an object in closed condition, e.g. a closed lifting bridge, measured from the horizontal plane towards the object overhead.","Numeric","Floating Point",1,,,1998/04/02 0:00:00,"CA",,"2.0A",,"Addition or modification required for mapping IHO S-57 to FACC.
",,,,,,,,,,,
"VC2",0,,,,,,,,,,,"Vertical Clearance, Opened With greater than 1 meter resolution","Encodes the vertical clearance of an object in opened condition, e.g. an open lifting bridge, measured from the horizontal plane towards the object overhead.","Numeric","Floating Point",1,,,1998/04/02 0:00:00,"CA",,"2.0A",,"Addition or modification required for mapping IHO S-57 to FACC.
",,,,,,,,,,,
"VC3",0,,,,,,,,,,,"Vertical Clearance, Safe With greater than 1 meter resolution","Encodes the safe vertical clearance of an object measured from the horizontal plane toward the object.","Numeric","Floating Point",1,,,1998/04/02 0:00:00,"CA",,"2.0A",,"Addition or modification required for mapping IHO S-57 to FACC.","UK concur, but see comment on UBC above.",,,,,,,,,,
"VCA",0,,,,,,,,,,,"Void Collection Attribute","Reason data is not collected.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"VCC",0,,,,,,,,,,,"Vertical Clearance, Closed","Encodes the vertical clearance of an object in closed condition, e.g. a closed lifting bridge, measured from the horizontal plane towards the object overhead.","Numeric","Short Integer",1,-32767.00,32767.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"VCD",0,,,,,,,,,,,"Vertical Clearance Datum","The reference water level from which a Vertical Clearance, Safe (VCS or VC3) is measured, if the clearance is measured from a body of water.","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: Yes",,,,,,,,,,
"VCO",0,,,,,,,,,,,"Vertical Clearance, Opened","Encodes the vertical clearance of an object in opened condition, e.g. an open lifting bridge, measured from the plane towards the object overhead.","Numeric","Short Integer",1,-32767.00,32767.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"VCR",0,,,,,,,,,,,"Vertical Clearance Remarks","Name of vertical datum when VCD=999 Other, or other information relating to the safe vertical clearance.","Structured Text","ASCII Text",132,,,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: Yes",,,,,,,,,,
"VCS",0,,,,,,,,,,,"Vertical Clearance, Safe","Encodes the safe vertical clearance of an object measured from the plane toward the object overhead.","Numeric","Short Integer",1,-32767.00,32767.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"VCT",0,,,,,,,,,,,"Void Collection Type","Identifies type of missing information.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"VDC",0,,,,,,,,,,,"Vertical (Sounding) Datum Category","The tidal datum to which soundings and drying heights are referenced.  It is usually taken to correspond to a low water stage of the tide.  (Also known as Chart Sounding Datum).","Coded","Short Integer",1,0.00,999.00,1998/04/02 0:00:00,"CA",,"2.0A",,"US: Modify definition to add reference to the concept of a sounding datum.  Ruffhead Mil Survey,   Buckley NIMA/IPS.","27 GE: Yes",,,,,,,,,,
"VDR",0,,,,,,,,,,,"Vertical Datum Record","Name of Vertical Datum when VDC (Vertical Datum Category) is 999 (other).","Text","ASCII Text",80,,,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB production.",,,,,,,,,,,
